TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Playoff_Ready_Players,Team_Total_VORP,Team_Avg_OBPM,Team_Avg_DBPM,Playoff_Core_VORP_Share,Core_Fatigue_MP,Bench_Tactical_BPM,Diff_PTS,Diff_eFG,Diff_REB,Diff_TOV,Elo_Score,Age_Diff_Rank,W_Rank,SRS_Rank,NRtg_Rank,ORtg_Rank,DRtg_Rank,MOV_Rank,TS%_Rank,Team_Total_VORP_Rank,Team_Avg_OBPM_Rank,Team_Avg_DBPM_Rank,Playoff_Core_VORP_Share_Rank,Bench_Tactical_BPM_Rank,Core_Fatigue_MP_Rank,Elo_Score_Rank,Diff_PTS_Rank,Diff_eFG_Rank,Diff_REB_Rank,Diff_TOV_Rank,Elite_Defense_Flag,Two_Way_Score,Two_Way_Rank,eFG_Diff,eFG_Diff_Rank,Superstar_Impact_Score,Superstar_Impact_Rank,Conf_Seed,Dynasty_Cluster,Is_Dynasty_Profile
Cleveland Cavaliers,26.6,64.0,18.0,62,20,9.54,-0.73,8.81,121.7,112.2,9.5,99.8,0.241,0.457,0.607,0.578,11.6,25.9,0.187,0.528,12.6,74.8,0.181,1,2024,0,0,0,0,0,East,2.1879999999999953,14.0,117.1,109.5,7.6,0.591,15.8,27.9,13.1,0.454,0.359,14.4,0.684,0.714,1,13.0,13.2,-0.231,0.646,0.917,10482.0,-0.533,2.41463414634147,0.0201132660984382,0.6097560975609753,-0.036585365853659,1716.2963414634148,14.0,2.0,2.0,2.0,1.0,8.0,2.0,1.0,12.0,11.0,4.0,22.0,10.0,12.0,2.0,13.0,9.0,12.0,15.0,1,9.0,3.0,0.04999999999999993,1.0,13.2,15.0,1.0,2,1
Boston Celtics,28.9,61.0,21.0,62,20,9.11,-0.83,8.28,120.6,111.1,9.5,95.7,0.212,0.536,0.591,0.561,10.8,25.7,0.169,0.522,11.6,76.0,0.154,1,2024,1,1,1,0,2,East,0.11200000000000188,1.0,119.4,109.0,10.5,0.594,18.3,26.9,12.2,0.45,0.347,13.1,0.686,0.815,1,13.0,22.2,1.1,0.762,0.86,11457.0,2.033,11.341463414634148,0.054893776194934,3.0121951219512155,-0.0853658536585353,1697.3707317073172,1.0,3.0,3.0,2.0,2.0,5.0,3.0,8.0,1.0,1.0,3.0,26.0,1.0,22.0,3.0,1.0,1.0,4.0,12.0,1,7.0,2.0,0.039000000000000035,3.0,24.2,1.0,2.0,0,1
New York Knicks,27.5,51.0,31.0,51,31,4.1,-0.51,3.59,118.5,114.3,4.2,96.7,0.232,0.382,0.589,0.556,11.9,26.0,0.186,0.549,13.1,74.5,0.176,1,2024,0,0,0,1,1,East,1.2879999999999967,8.0,109.8,110.6,-0.8,0.565,12.7,27.9,13.4,0.474,0.367,14.7,0.613,0.536,1,12.0,15.0,-0.267,0.225,1.02,11319.0,-1.0,4.585365853658544,-0.0035912819989888,4.548780487804876,0.036585365853659,1590.4353658536584,8.0,5.0,9.0,8.0,5.0,13.0,8.0,9.0,6.0,12.0,12.0,14.0,14.0,20.0,9.0,5.0,16.0,1.0,17.0,0,18.0,8.0,0.007000000000000006,15.0,19.0,4.0,3.0,0,1
Indiana Pacers,25.8,50.0,32.0,46,36,2.23,-0.55,1.68,116.5,114.3,2.2,99.9,0.241,0.4,0.594,0.562,11.8,21.3,0.19,0.546,13.1,74.5,0.19,1,2024,1,0,0,0,1,East,2.987999999999996,17.0,115.8,109.5,6.3,0.599,13.0,28.7,13.0,0.474,0.355,14.7,0.632,0.69,1,12.0,13.0,1.05,-0.25,1.008,9722.0,-0.067,3.0487804878048763,0.023239244718509,-1.8292682926829256,-1.0121951219512209,1558.1268292682928,17.0,6.0,13.0,12.0,9.0,13.0,12.0,5.0,13.0,2.0,21.0,15.0,8.0,7.0,11.0,9.0,7.0,24.0,8.0,0,22.0,9.0,0.016000000000000014,10.0,14.0,12.0,4.0,0,1
Milwaukee Bucks,29.3,48.0,34.0,47,35,2.48,-0.36,2.12,115.9,113.4,2.5,99.3,0.268,0.424,0.598,0.568,12.2,19.3,0.201,0.533,11.4,76.2,0.174,1,2024,0,0,0,1,2,East,0.512000000000004,4.0,116.3,111.3,5.0,0.614,14.1,25.4,13.3,0.457,0.353,12.8,0.585,0.655,1,12.0,13.4,-0.142,-0.092,1.037,11902.0,-2.167,2.621951219512184,0.028785142556356,0.1707317073170742,0.8902439024390247,1557.4097560975608,4.0,11.0,11.0,11.0,11.0,12.0,11.0,3.0,10.0,8.0,19.0,12.0,19.0,26.0,12.0,11.0,6.0,17.0,24.0,0,23.0,11.0,0.03499999999999992,4.0,18.4,6.0,5.0,0,1
Detroit Pistons,25.8,44.0,38.0,46,36,1.9,-0.17,1.73,115.0,113.1,1.9,99.8,0.248,0.394,0.58,0.547,13.0,26.2,0.192,0.539,13.3,76.0,0.214,1,2024,0,0,0,0,0,East,2.987999999999996,17.0,115.3,109.8,5.6,0.592,12.7,26.2,14.7,0.461,0.366,14.9,0.477,0.556,0,17.0,-0.6,-2.024,-0.471,-4.333,9074.0,-2.4,-9.109756097560975,-0.0316828460389719,0.2073170731707279,2.7926829268292668,1536.9256097560976,17.0,14.0,12.0,13.0,15.0,11.0,13.0,16.0,28.0,29.0,24.0,30.0,22.0,5.0,14.0,28.0,26.0,16.0,29.0,1,26.0,13.0,0.008000000000000007,14.0,-0.6,28.0,6.0,0,1
Orlando Magic,24.9,41.0,41.0,41,41,-0.12,-0.58,-0.7,109.4,109.6,-0.2,96.1,0.269,0.411,0.55,0.51,12.9,25.3,0.208,0.538,15.0,77.0,0.22,1,2024,0,0,0,0,0,East,3.887999999999998,21.0,110.5,107.2,3.3,0.566,11.6,23.8,14.7,0.468,0.365,16.7,0.514,0.538,1,14.0,11.9,-0.793,0.864,0.882,10393.0,0.133,2.0243902439024453,-0.0010911364441079,2.451219512195124,-0.3414634146341466,1489.5,21.0,15.0,17.0,17.0,27.0,2.0,17.0,28.0,17.0,21.0,2.0,25.0,5.0,11.0,16.0,15.0,15.0,6.0,11.0,1,29.0,15.0,-0.028000000000000025,25.0,11.9,17.0,7.0,0,1
Atlanta Hawks,24.9,40.0,42.0,38,44,-1.13,-0.28,-1.41,114.6,115.7,-1.1,102.6,0.252,0.41,0.579,0.546,13.2,26.3,0.196,0.56,13.8,76.0,0.202,0,2024,0,0,0,0,0,East,3.887999999999998,21.0,116.9,114.7,2.1,0.599,13.0,28.5,14.9,0.481,0.377,15.4,0.512,0.519,0,13.0,8.2,-0.515,-0.662,1.134,11077.0,-2.667,-2.182926829268297,-0.0324481860186093,0.4268292682926855,-0.5853658536585353,1475.191463414634,21.0,16.0,19.0,18.0,18.0,19.0,18.0,17.0,20.0,16.0,26.0,7.0,25.0,18.0,19.0,21.0,27.0,14.0,10.0,0,37.0,18.0,-0.014000000000000012,21.0,8.2,20.0,8.0,0,1
Chicago Bulls,25.2,39.0,43.0,37,45,-1.56,-0.27,-1.83,114.1,115.6,-1.5,102.8,0.214,0.457,0.585,0.553,12.7,22.3,0.173,0.539,10.8,76.6,0.178,0,2024,0,0,0,0,0,East,3.5879999999999974,19.0,115.3,110.0,5.4,0.595,14.8,27.9,14.1,0.467,0.344,12.1,0.5,0.63,0,13.0,8.0,-1.223,-0.315,1.162,12732.0,-2.167,-1.439024390243901,-0.0215620013506577,0.4268292682926855,-1.7439024390243905,1465.2329268292683,19.0,18.0,20.0,20.0,20.0,18.0,20.0,13.0,21.0,24.0,23.0,5.0,19.0,30.0,20.0,20.0,21.0,14.0,3.0,0,38.0,19.0,0.014000000000000012,11.0,8.0,21.0,9.0,0,1
Miami Heat,26.8,37.0,45.0,42,40,0.56,-0.45,0.11,113.5,112.9,0.6,96.2,0.232,0.429,0.576,0.544,12.4,22.3,0.183,0.543,12.5,75.8,0.157,1,2024,0,0,0,0,0,East,1.987999999999996,13.0,113.5,110.5,3.0,0.59,13.9,26.9,13.8,0.466,0.36,14.0,0.333,0.414,1,15.0,11.5,-0.467,0.633,0.887,10232.0,0.133,1.7560975609756042,-0.0061327767162658,-0.4756097560975618,-1.073170731707318,1487.0158536585366,13.0,20.0,16.0,15.0,21.0,9.0,15.0,18.0,18.0,14.0,5.0,24.0,5.0,10.0,17.0,16.0,19.0,19.0,6.0,1,30.0,16.0,0.0010000000000000009,16.0,11.5,18.0,10.0,0,1
Toronto Raptors,24.5,30.0,52.0,30,52,-4.29,-0.11,-4.4,110.5,114.8,-4.3,99.7,0.232,0.373,0.553,0.522,13.3,27.3,0.173,0.541,13.2,73.9,0.222,0,2024,0,0,0,0,0,East,4.287999999999997,27.0,107.5,107.9,-0.4,0.539,11.7,28.2,15.2,0.466,0.349,14.9,0.313,0.481,0,15.0,2.1,-1.44,-0.827,2.952,7940.0,-3.067,-6.439024390243901,-0.0301863886907042,-2.512195121951222,0.1219512195121961,1393.7560975609756,27.0,24.0,24.0,24.0,25.0,17.0,24.0,24.0,26.0,26.0,28.0,2.0,26.0,2.0,24.0,24.0,25.0,26.0,19.0,0,42.0,23.0,-0.019000000000000017,22.0,2.1,26.0,11.0,0,1
Brooklyn Nets,24.7,26.0,56.0,23,59,-7.11,0.16,-6.95,108.5,115.8,-7.3,96.4,0.24,0.458,0.552,0.516,13.7,24.5,0.189,0.557,13.7,75.0,0.218,0,2024,0,0,0,0,0,East,4.087999999999997,25.0,105.4,114.1,-8.8,0.544,14.0,25.9,15.6,0.48,0.362,15.4,0.447,0.214,0,13.0,5.9,-0.608,0.008,0.932,10578.0,-0.867,-2.8902439024390247,-0.0130676604194105,-0.2195121951219505,0.5,1340.871951219512,25.0,25.0,26.0,26.0,28.0,20.0,26.0,26.0,22.0,18.0,18.0,20.0,13.0,14.0,26.0,22.0,20.0,18.0,22.0,0,48.0,25.0,-0.041000000000000036,27.0,5.9,22.0,12.0,0,1
Philadelphia 76ers,27.1,24.0,58.0,26,56,-6.23,-0.06,-6.29,111.9,118.2,-6.3,97.4,0.257,0.426,0.563,0.527,12.3,23.4,0.201,0.57,14.3,71.8,0.194,0,2024,0,0,0,0,0,East,1.6879999999999953,11.0,108.3,119.3,-10.9,0.555,12.9,23.5,13.8,0.488,0.378,16.2,0.417,0.143,1,16.0,12.5,-0.175,0.431,0.984,10114.0,0.867,3.0487804878048763,-0.0045945664307116,-1.5,-2.6463414634146343,1343.4548780487805,11.0,26.0,25.0,25.0,22.0,26.0,25.0,22.0,16.0,10.0,8.0,17.0,3.0,9.0,25.0,9.0,18.0,23.0,2.0,0,48.0,25.0,-0.04299999999999993,28.0,12.5,16.0,13.0,0,1
Charlotte Hornets,25.1,19.0,63.0,20,62,-9.11,0.01,-9.1,107.3,116.6,-9.3,97.6,0.222,0.43,0.537,0.503,13.7,26.5,0.174,0.547,11.9,74.5,0.19,0,2024,0,0,0,0,0,East,3.6879999999999953,20.0,101.7,118.4,-16.7,0.532,13.2,24.7,15.7,0.467,0.355,13.5,0.368,0.2,0,17.0,-2.2,-2.065,-0.794,-1.0,8493.0,-2.367,-10.243902439024396,-0.0428661418013956,-5.085365853658537,0.1463414634146342,1283.0121951219512,20.0,28.0,29.0,28.0,29.0,24.0,27.0,30.0,30.0,30.0,27.0,28.0,21.0,3.0,29.0,30.0,28.0,29.0,20.0,0,53.0,27.0,-0.04400000000000004,29.0,-2.2,30.0,14.0,0,1
Washington Wizards,23.5,18.0,64.0,15,67,-12.44,0.3,-12.14,106.8,119.1,-12.3,100.9,0.229,0.435,0.546,0.512,13.6,22.7,0.178,0.548,11.4,71.9,0.202,0,2024,0,0,0,0,0,East,5.287999999999997,30.0,104.5,114.5,-10.0,0.547,12.8,24.6,15.2,0.471,0.364,13.1,0.448,0.321,0,14.0,-1.3,-1.686,-1.05,-2.0,10884.0,-4.033,-9.292682926829258,-0.0244503813059705,-7.865853658536587,-0.0609756097560971,1233.7536585365851,30.0,29.0,30.0,30.0,30.0,27.0,30.0,29.0,29.0,27.0,29.0,29.0,29.0,17.0,30.0,29.0,23.0,30.0,13.0,0,57.0,30.0,-0.03600000000000003,26.0,-1.3,29.0,15.0,-1,0
Oklahoma City Thunder,24.8,68.0,14.0,68,14,12.87,-0.16,12.7,120.3,107.5,12.8,100.0,0.22,0.419,0.593,0.56,10.3,24.2,0.18,0.513,14.9,74.6,0.211,1,2024,0,0,0,1,1,West,3.987999999999996,24.0,120.8,108.9,12.0,0.612,14.4,26.6,11.6,0.436,0.342,16.8,0.667,0.857,1,13.0,18.6,0.5,0.477,0.93,11446.0,0.733,7.414634146341456,0.0433305101827947,-2.6341463414634134,-3.02439024390244,1789.280487804878,24.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,3.0,7.0,21.0,4.0,21.0,1.0,2.0,3.0,27.0,1.0,1,4.0,1.0,0.04700000000000004,2.0,22.6,2.0,1.0,-1,0
Houston Rockets,24.9,52.0,30.0,52,30,4.51,0.45,4.97,115.3,110.8,4.5,98.6,0.242,0.384,0.553,0.523,11.8,31.7,0.178,0.528,12.8,76.2,0.186,1,2024,0,0,0,0,0,West,3.887999999999998,21.0,114.6,110.4,4.2,0.57,12.7,23.5,14.0,0.459,0.357,14.4,0.591,0.667,0,13.0,10.9,-0.592,0.515,1.037,11982.0,-0.767,1.121951219512198,-0.0039453179978927,0.560975609756099,-1.0609756097560972,1614.7939024390244,21.0,4.0,5.0,7.0,13.0,4.0,7.0,24.0,19.0,17.0,6.0,12.0,11.0,27.0,4.0,18.0,17.0,13.0,7.0,1,17.0,6.0,-0.0050000000000000044,17.0,10.9,19.0,2.0,0,1
LA Clippers,29.7,50.0,32.0,53,29,4.66,0.18,4.84,115.1,110.3,4.8,97.5,0.251,0.387,0.589,0.554,13.4,24.4,0.2,0.536,13.7,77.5,0.189,1,2024,0,0,0,0,1,West,0.9120000000000026,6.0,118.1,109.5,8.6,0.611,12.6,25.5,15.1,0.461,0.35,15.2,0.514,0.679,1,14.0,13.6,-0.7,-0.207,1.074,11165.0,-1.467,3.280487804878049,0.0208107536350687,0.7682926829268268,0.1097560975609752,1605.5268292682927,6.0,6.0,6.0,5.0,14.0,3.0,6.0,9.0,8.0,20.0,20.0,11.0,17.0,19.0,6.0,7.0,8.0,11.0,18.0,1,17.0,6.0,0.018000000000000016,8.0,14.6,11.0,3.0,0,1
Denver Nuggets,27.0,50.0,32.0,50,32,3.89,0.08,3.97,119.9,116.0,3.9,99.8,0.259,0.356,0.604,0.573,12.5,26.7,0.2,0.542,11.3,74.6,0.173,1,2024,0,0,0,1,1,West,1.7879999999999967,12.0,115.8,116.0,-0.2,0.598,11.8,30.5,14.0,0.466,0.365,12.8,0.568,0.519,1,12.0,15.7,-0.442,0.167,1.096,11862.0,-2.6,5.256097560975618,0.035824830675185,2.158536585365852,0.2682926829268304,1592.4768292682927,12.0,6.0,8.0,9.0,4.0,21.0,9.0,2.0,4.0,13.0,15.0,9.0,23.0,25.0,8.0,4.0,4.0,8.0,21.0,0,25.0,12.0,0.030999999999999917,5.0,19.7,3.0,3.0,0,1
Los Angeles Lakers,27.9,50.0,32.0,44,38,1.22,0.23,1.45,115.9,114.7,1.2,97.6,0.271,0.425,0.593,0.557,12.7,23.3,0.213,0.539,12.2,74.5,0.178,1,2024,0,0,0,0,2,West,0.8879999999999981,5.0,113.9,111.1,2.9,0.594,13.5,26.4,14.2,0.463,0.356,13.9,0.59,0.6,1,12.0,12.7,-0.808,0.217,1.118,12425.0,-3.1,0.5975609756097526,0.0159348937218324,-0.939024390243901,0.560975609756099,1554.6768292682927,5.0,6.0,14.0,14.0,11.0,15.0,14.0,6.0,15.0,22.0,13.0,8.0,27.0,28.0,13.0,19.0,12.0,20.0,23.0,0,26.0,13.0,0.018000000000000016,8.0,14.7,10.0,3.0,0,1
Minnesota Timberwolves,27.2,49.0,33.0,53,29,5.0,0.15,5.15,116.6,111.5,5.1,97.3,0.249,0.455,0.588,0.554,13.0,25.8,0.196,0.532,13.2,75.1,0.178,1,2024,1,0,0,0,2,West,1.5879999999999974,10.0,118.2,110.4,7.8,0.604,15.2,26.5,14.6,0.46,0.353,14.9,0.435,0.692,1,10.0,16.8,0.2,1.54,0.935,11687.0,1.233,6.4512195121951095,0.0442443254967803,2.182926829268297,-0.048780487804878,1606.5182926829268,10.0,10.0,4.0,4.0,8.0,6.0,4.0,11.0,3.0,5.0,1.0,19.0,2.0,23.0,5.0,3.0,2.0,7.0,14.0,1,14.0,4.0,0.02200000000000002,6.0,18.8,5.0,6.0,0,1
Memphis Grizzlies,24.7,48.0,34.0,52,30,4.85,-0.06,4.79,117.7,113.0,4.7,103.3,0.249,0.406,0.588,0.554,13.1,28.7,0.196,0.533,12.9,74.9,0.206,1,2024,0,0,0,0,0,West,4.087999999999997,25.0,113.4,113.8,-0.4,0.577,13.4,27.4,15.1,0.456,0.36,14.6,0.514,0.429,0,16.0,4.8,-1.088,0.044,1.146,7854.0,-1.167,-7.0,-0.043179772726937,-3.012195121951222,-0.036585365853659,1597.4597560975608,25.0,11.0,7.0,6.0,6.0,10.0,5.0,11.0,23.0,23.0,16.0,6.0,15.0,1.0,7.0,26.0,29.0,28.0,15.0,1,16.0,5.0,0.02100000000000002,7.0,4.8,23.0,7.0,0,1
Golden State Warriors,28.6,48.0,34.0,49,33,3.3,0.25,3.56,115.0,111.7,3.3,98.7,0.244,0.469,0.568,0.536,12.3,27.3,0.187,0.541,14.1,75.6,0.189,1,2024,0,0,0,0,0,West,0.18799999999999528,2.0,116.7,107.8,8.9,0.596,15.5,29.2,14.1,0.465,0.363,15.8,0.556,0.741,0,14.0,13.4,-0.107,0.264,0.843,10542.0,0.033,2.609756097560976,0.0188888882236031,3.792682926829272,1.3048780487804876,1579.009756097561,2.0,11.0,10.0,10.0,15.0,7.0,10.0,20.0,10.0,6.0,11.0,27.0,7.0,13.0,10.0,12.0,10.0,2.0,26.0,1,22.0,9.0,-0.0050000000000000044,17.0,13.4,14.0,7.0,0,1
Sacramento Kings,27.8,40.0,42.0,42,40,0.48,0.11,0.58,116.7,116.2,0.5,98.2,0.235,0.391,0.582,0.548,11.8,25.4,0.19,0.557,12.5,76.9,0.2,0,2024,0,0,0,0,1,West,0.987999999999996,7.0,115.3,116.1,-0.9,0.592,12.6,26.5,13.3,0.474,0.381,13.9,0.452,0.444,0,14.0,12.9,-0.5,0.2,1.008,12428.0,-0.833,1.7439024390243958,-0.0003799197377367,1.4634146341463392,-0.7439024390243905,1505.041463414634,7.0,16.0,15.0,16.0,7.0,23.0,16.0,15.0,14.0,15.0,14.0,15.0,12.0,29.0,15.0,17.0,14.0,10.0,9.0,0,30.0,16.0,-0.009000000000000008,20.0,13.9,13.0,9.0,0,1
Dallas Mavericks,27.5,39.0,43.0,38,44,-1.2,0.46,-0.74,114.8,116.0,-1.2,99.2,0.263,0.389,0.583,0.549,12.5,23.3,0.203,0.54,11.6,73.1,0.179,0,2024,1,1,0,1,1,West,1.2879999999999967,8.0,108.7,117.1,-8.4,0.575,12.4,25.1,14.0,0.469,0.363,13.2,0.5,0.346,1,14.0,13.5,-0.107,0.043,1.089,10062.0,-1.967,2.207317073170742,0.0143518272130923,-2.1341463414634134,-1.2195121951219523,1481.5829268292684,8.0,18.0,18.0,19.0,17.0,21.0,19.0,14.0,9.0,6.0,17.0,10.0,18.0,8.0,18.0,14.0,13.0,25.0,5.0,0,38.0,19.0,0.009000000000000008,12.0,17.5,7.0,10.0,0,1
Portland Trail Blazers,23.8,36.0,46.0,33,49,-2.98,0.31,-2.67,111.7,114.7,-3.0,98.8,0.246,0.418,0.555,0.521,13.8,29.2,0.187,0.543,13.6,72.5,0.204,0,2024,0,0,0,0,0,West,4.987999999999996,29.0,109.8,108.4,1.4,0.554,12.9,23.8,16.0,0.471,0.361,15.5,0.455,0.481,0,15.0,0.5,-1.7,-0.52,10.6,8818.0,-3.967,-9.024390243902443,-0.0552737858177766,-1.085365853658537,0.9268292682926838,1441.6573170731708,29.0,21.0,23.0,22.0,23.0,15.0,22.0,23.0,27.0,28.0,25.0,1.0,28.0,4.0,22.0,27.0,30.0,21.0,25.0,0,38.0,19.0,-0.02200000000000002,23.0,0.5,27.0,11.0,0,1
Phoenix Suns,29.1,36.0,46.0,34,48,-3.0,0.45,-2.55,116.2,119.3,-3.1,97.1,0.241,0.44,0.595,0.561,12.8,22.6,0.195,0.552,10.9,74.1,0.191,0,2024,0,0,0,0,2,West,0.3120000000000047,3.0,115.2,120.0,-4.8,0.602,14.5,28.0,14.2,0.473,0.37,12.3,0.525,0.357,1,11.0,13.8,0.291,0.309,0.957,11722.0,-1.167,3.060975609756099,0.0295710091745902,2.756097560975604,2.170731707317074,1443.4573170731708,3.0,21.0,22.0,23.0,10.0,28.0,23.0,4.0,7.0,4.0,10.0,18.0,15.0,24.0,21.0,8.0,5.0,5.0,28.0,0,38.0,19.0,0.009000000000000008,12.0,15.8,8.0,11.0,-1,0
San Antonio Spurs,26.0,34.0,48.0,34,48,-2.76,0.31,-2.45,114.4,117.2,-2.8,99.3,0.234,0.441,0.575,0.544,12.3,24.3,0.181,0.551,12.0,73.0,0.158,0,2024,0,0,0,0,0,West,2.7879999999999967,15.0,113.2,118.2,-5.0,0.581,14.1,28.5,13.8,0.474,0.365,13.6,0.459,0.367,0,13.0,3.4,-1.415,-0.262,1.824,10723.0,-2.6,-6.487804878048777,-0.0234491089901037,-1.0975609756097526,1.7560975609756095,1437.6402439024391,15.0,23.0,21.0,21.0,19.0,25.0,21.0,19.0,24.0,25.0,22.0,4.0,23.0,16.0,23.0,25.0,22.0,22.0,27.0,0,44.0,24.0,-0.007000000000000006,19.0,3.4,24.0,13.0,0,1
New Orleans Pelicans,25.9,21.0,61.0,20,62,-9.43,0.84,-8.59,110.4,119.9,-9.5,99.1,0.244,0.385,0.552,0.519,12.8,26.3,0.184,0.564,12.3,72.7,0.19,0,2024,0,0,0,0,0,West,2.887999999999998,16.0,107.3,117.8,-10.5,0.552,12.0,25.8,14.6,0.483,0.365,14.0,0.412,0.296,1,14.0,15.5,-0.15,0.407,0.91,10715.0,-0.067,4.41463414634147,0.0165658057761882,1.646341463414629,-1.2317073170731714,1297.979268292683,16.0,27.0,28.0,29.0,26.0,29.0,29.0,26.0,5.0,9.0,9.0,23.0,8.0,15.0,27.0,6.0,11.0,9.0,4.0,0,55.0,29.0,-0.04499999999999993,30.0,15.5,9.0,14.0,0,1
Utah Jazz,23.9,17.0,65.0,20,62,-9.34,0.83,-8.51,111.2,120.4,-9.2,100.0,0.252,0.449,0.568,0.533,14.9,26.9,0.195,0.559,10.3,74.1,0.185,0,2024,0,0,0,0,0,West,4.887999999999998,28.0,105.4,119.6,-14.2,0.553,13.7,25.2,17.0,0.48,0.358,11.6,0.242,0.143,0,13.0,3.4,-0.677,-1.362,2.088,9501.0,-4.067,-4.890243902439025,-0.0286530011811312,3.207317073170735,3.365853658536585,1284.5451219512195,28.0,30.0,27.0,27.0,24.0,30.0,28.0,20.0,24.0,19.0,30.0,3.0,30.0,6.0,28.0,23.0,24.0,3.0,30.0,0,54.0,28.0,-0.026000000000000023,24.0,3.4,24.0,15.0,0,1
Boston Celtics,28.2,64.0,18.0,66,16,11.34,-0.6,10.75,123.2,111.6,11.6,97.2,0.224,0.471,0.609,0.578,10.8,24.9,0.18,0.523,10.8,76.3,0.145,1,2023,1,0,0,1,2,East,0.5879999999999974,4.0,123.4,108.9,14.6,0.617,16.7,27.3,12.1,0.453,0.352,12.2,0.636,0.778,1,13.0,18.2,0.3,0.777,0.901,11458.0,-0.4,6.524390243902431,0.0380343932620091,1.3170731707317032,0.6707317073170724,1745.3963414634147,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,29.0,5.0,24.0,1.0,1.0,1.0,9.0,19.0,1,4.0,1.0,0.05499999999999994,1.0,23.2,1.0,1.0,-1,0
New York Knicks,26.4,50.0,32.0,53,29,4.59,-0.23,4.36,118.2,113.4,4.8,95.2,0.246,0.404,0.574,0.54,11.9,29.4,0.192,0.543,12.3,76.1,0.176,1,2023,0,0,0,0,1,East,2.387999999999998,13.0,112.8,110.0,2.8,0.569,13.7,25.3,13.8,0.47,0.365,13.7,0.515,0.63,1,13.0,13.5,-0.115,0.162,1.03,12056.0,-1.567,2.9268292682926926,0.0045102341192219,4.560975609756092,0.2560975609756095,1598.3268292682928,13.0,6.0,6.0,5.0,7.0,9.0,5.0,19.0,7.0,7.0,13.0,17.0,15.0,27.0,5.0,7.0,17.0,2.0,17.0,1,16.0,4.0,-0.0030000000000000027,16.0,14.5,7.0,2.0,0,1
Milwaukee Bucks,30.2,49.0,33.0,47,35,2.62,-0.18,2.44,118.4,115.8,2.6,99.9,0.27,0.43,0.601,0.568,11.5,21.8,0.209,0.539,10.6,77.2,0.189,1,2023,0,0,0,1,2,East,1.4120000000000026,8.0,113.3,110.8,2.5,0.586,14.0,26.2,12.8,0.47,0.356,11.9,0.575,0.538,1,13.0,14.5,-0.1,0.531,0.972,10370.0,-0.2,3.6341463414634063,0.0343140684497699,4.451219512195124,2.7926829268292668,1565.8682926829267,8.0,8.0,12.0,11.0,6.0,19.0,11.0,5.0,4.0,5.0,6.0,22.0,3.0,14.0,10.0,5.0,2.0,3.0,28.0,0,25.0,13.0,0.028999999999999915,5.0,19.5,2.0,3.0,0,1
Cleveland Cavaliers,26.2,48.0,34.0,47,35,2.41,-0.44,1.98,115.2,112.7,2.5,97.2,0.234,0.422,0.586,0.557,12.4,23.2,0.179,0.535,12.3,76.9,0.19,1,2023,0,0,0,0,1,East,2.5879999999999974,15.0,109.9,113.5,-3.6,0.582,13.8,28.5,13.8,0.463,0.371,13.8,0.476,0.414,1,12.0,14.9,-0.7,0.858,0.993,12051.0,-1.233,5.378048780487802,0.0212353040711533,-0.146341463414636,-2.3170731707317067,1555.309756097561,15.0,11.0,15.0,13.0,18.0,6.0,13.0,12.0,2.0,20.0,2.0,21.0,11.0,26.0,14.0,2.0,6.0,18.0,3.0,1,24.0,10.0,0.02200000000000002,7.0,15.9,5.0,4.0,0,1
Philadelphia 76ers,28.4,47.0,35.0,49,33,3.05,-0.54,2.51,116.9,113.8,3.1,97.5,0.264,0.373,0.574,0.532,10.7,24.8,0.218,0.537,13.1,74.3,0.215,1,2023,0,0,0,1,1,East,0.3879999999999981,1.0,109.5,108.5,0.9,0.554,12.3,25.2,12.2,0.468,0.354,14.8,0.5,0.536,1,13.0,14.7,-0.131,0.069,1.061,11021.0,-1.933,4.317073170731703,0.0208352069819981,-0.231707317073166,-0.609756097560977,1559.6012195121953,1.0,12.0,11.0,8.0,13.0,11.0,9.0,19.0,3.0,9.0,16.0,15.0,18.0,20.0,13.0,3.0,7.0,19.0,11.0,1,24.0,10.0,-0.0050000000000000044,18.0,18.7,3.0,5.0,0,1
